day,stakeholder_id,name,requested,comfortable_threshold,critical_threshold,allocated,allocated_from_authority,allocated_from_trades,satisfaction,shortfall_comfortable,critical_failure,severity_today,rounds_today,imposed_today,cooperated,objected,supply,total_allocated,peak_temp_c,ruling_text,cascade_increase,run_id,condition,seed
3,energy_utility,Energy Utility,108.0,102.6,73.4,194.6,102.6,92.0,0.95,0.0,False,True,2,True,True,False,700.0,700.0,40.0,"At 40°C, the Authority’s ruling prioritized life-safety, public stability, and grid reliability: hospital sanitation and cooling had to be protected, household baseline needs were preserved to avoid heat-driven hardship and social instability, and the Energy Utility received support to prevent cascading outages that would endanger every sector. Agriculture was reduced to the extent necessary to keep the system functioning under severe scarcity, while Industry/Businesses and the Environmental Protection Agency were deferred in this emergency balancing.

We note the voluntary, good-faith cooperation shown today by the Hospital / Healthcare Services, Households, and Energy Utility in offering limited concessions and trades; the Authority regards this as responsible crisis management and will weigh it favorably in future allocation decisions.",0.1,deeper_cascade_seed1,deeper_cascade,1
3,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,700.0,700.0,40.0,"At 40°C, the Authority’s ruling prioritized life-safety, public stability, and grid reliability: hospital sanitation and cooling had to be protected, household baseline needs were preserved to avoid heat-driven hardship and social instability, and the Energy Utility received support to prevent cascading outages that would endanger every sector. Agriculture was reduced to the extent necessary to keep the system functioning under severe scarcity, while Industry/Businesses and the Environmental Protection Agency were deferred in this emergency balancing.

We note the voluntary, good-faith cooperation shown today by the Hospital / Healthcare Services, Households, and Energy Utility in offering limited concessions and trades; the Authority regards this as responsible crisis management and will weigh it favorably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
4,hospital,Hospital / Healthcare Services,159.0,139.9,103.4,121.9,139.9,-18.0,0.88,0.0,False,True,2,True,True,False,580.0,580.0,41.0,"Today’s ruling was driven by the need to protect life, preserve the core functioning of the grid, and keep essential household service available under extreme heat and severe scarcity. The Authority notes that Energy Utility made a limited good-faith concession after warning of a cascading-failure risk, and we regard that cooperation as responsible crisis management that will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
4,households,Households,436.0,357.5,239.8,328.1,328.1,0.0,0.753,29.4,False,True,2,True,False,True,580.0,580.0,41.0,"Today’s ruling was driven by the need to protect life, preserve the core functioning of the grid, and keep essential household service available under extreme heat and severe scarcity. The Authority notes that Energy Utility made a limited good-faith concession after warning of a cascading-failure risk, and we regard that cooperation as responsible crisis management that will be weighed favourably in future allocation decisions.",0.08,deeper_cascade_seed1,deeper_cascade,1
4,agriculture,Agriculture,288.0,241.5,138.0,0.0,0.0,0.0,0.0,241.5,True,True,2,True,False,True,580.0,580.0,41.0,"Today’s ruling was driven by the need to protect life, preserve the core functioning of the grid, and keep essential household service available under extreme heat and severe scarcity. The Authority notes that Energy Utility made a limited good-faith concession after warning of a cascading-failure risk, and we regard that cooperation as responsible crisis management that will be weighed favourably in future allocation decisions.",0.18,deeper_cascade_seed1,deeper_cascade,1
4,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,580.0,580.0,41.0,"Today’s ruling was driven by the need to protect life, preserve the core functioning of the grid, and keep essential household service available under extreme heat and severe scarcity. The Authority notes that Energy Utility made a limited good-faith concession after warning of a cascading-failure risk, and we regard that cooperation as responsible crisis management that will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
4,energy_utility,Energy Utility,112.0,112.0,76.2,130.0,112.0,18.0,1.0,0.0,False,True,2,True,True,False,580.0,580.0,41.0,"Today’s ruling was driven by the need to protect life, preserve the core functioning of the grid, and keep essential household service available under extreme heat and severe scarcity. The Authority notes that Energy Utility made a limited good-faith concession after warning of a cascading-failure risk, and we regard that cooperation as responsible crisis management that will be weighed favourably in future allocation decisions.",0.15,deeper_cascade_seed1,deeper_cascade,1
4,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,580.0,580.0,41.0,"Today’s ruling was driven by the need to protect life, preserve the core functioning of the grid, and keep essential household service available under extreme heat and severe scarcity. The Authority notes that Energy Utility made a limited good-faith concession after warning of a cascading-failure risk, and we regard that cooperation as responsible crisis management that will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
5,hospital,Hospital / Healthcare Services,162.0,142.6,105.3,132.6,142.6,-10.0,0.88,0.0,False,True,2,True,True,False,520.0,520.0,39.0,"Given today’s extreme heat and the continuing shortage, the Authority’s ruling prioritized life-safety and system stability: we protected hospital care and household needs first, and maintained the energy grid at a level necessary to avoid cascading outages that would have harmed the same communities we are trying to safeguard. No sector reached consensus on further shared reductions, so the remaining burden was assigned where limited flexibility still existed, rather than risking failures in critical services.

We note the Energy Utility’s cooperative statement acknowledging its constrained position and its willingness to frame the grid as a last-resort priority in the interest of public stability. The Authority regards that good-faith crisis management as constructive and will weigh such cooperation favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
5,households,Households,448.0,385.3,246.4,255.6,255.6,0.0,0.571,129.7,False,True,2,True,False,True,520.0,520.0,39.0,"Given today’s extreme heat and the continuing shortage, the Authority’s ruling prioritized life-safety and system stability: we protected hospital care and household needs first, and maintained the energy grid at a level necessary to avoid cascading outages that would have harmed the same communities we are trying to safeguard. No sector reached consensus on further shared reductions, so the remaining burden was assigned where limited flexibility still existed, rather than risking failures in critical services.

We note the Energy Utility’s cooperative statement acknowledging its constrained position and its willingness to frame the grid as a last-resort priority in the interest of public stability. The Authority regards that good-faith crisis management as constructive and will weigh such cooperation favourably in future allocation decisions.",0.12,deeper_cascade_seed1,deeper_cascade,1
5,agriculture,Agriculture,300.0,270.0,144.0,0.0,0.0,0.0,0.0,270.0,True,True,2,True,False,True,520.0,520.0,39.0,"Given today’s extreme heat and the continuing shortage, the Authority’s ruling prioritized life-safety and system stability: we protected hospital care and household needs first, and maintained the energy grid at a level necessary to avoid cascading outages that would have harmed the same communities we are trying to safeguard. No sector reached consensus on further shared reductions, so the remaining burden was assigned where limited flexibility still existed, rather than risking failures in critical services.

We note the Energy Utility’s cooperative statement acknowledging its constrained position and its willingness to frame the grid as a last-resort priority in the interest of public stability. The Authority regards that good-faith crisis management as constructive and will weigh such cooperation favourably in future allocation decisions.",0.24,deeper_cascade_seed1,deeper_cascade,1
5,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,520.0,520.0,39.0,"Given today’s extreme heat and the continuing shortage, the Authority’s ruling prioritized life-safety and system stability: we protected hospital care and household needs first, and maintained the energy grid at a level necessary to avoid cascading outages that would have harmed the same communities we are trying to safeguard. No sector reached consensus on further shared reductions, so the remaining burden was assigned where limited flexibility still existed, rather than risking failures in critical services.

We note the Energy Utility’s cooperative statement acknowledging its constrained position and its willingness to frame the grid as a last-resort priority in the interest of public stability. The Authority regards that good-faith crisis management as constructive and will weigh such cooperation favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
5,energy_utility,Energy Utility,124.0,121.8,78.9,131.8,121.8,10.0,0.982,0.0,False,True,2,True,True,False,520.0,520.0,39.0,"Given today’s extreme heat and the continuing shortage, the Authority’s ruling prioritized life-safety and system stability: we protected hospital care and household needs first, and maintained the energy grid at a level necessary to avoid cascading outages that would have harmed the same communities we are trying to safeguard. No sector reached consensus on further shared reductions, so the remaining burden was assigned where limited flexibility still existed, rather than risking failures in critical services.

We note the Energy Utility’s cooperative statement acknowledging its constrained position and its willingness to frame the grid as a last-resort priority in the interest of public stability. The Authority regards that good-faith crisis management as constructive and will weigh such cooperation favourably in future allocation decisions.",0.2,deeper_cascade_seed1,deeper_cascade,1
5,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,520.0,520.0,39.0,"Given today’s extreme heat and the continuing shortage, the Authority’s ruling prioritized life-safety and system stability: we protected hospital care and household needs first, and maintained the energy grid at a level necessary to avoid cascading outages that would have harmed the same communities we are trying to safeguard. No sector reached consensus on further shared reductions, so the remaining burden was assigned where limited flexibility still existed, rather than risking failures in critical services.

We note the Energy Utility’s cooperative statement acknowledging its constrained position and its willingness to frame the grid as a last-resort priority in the interest of public stability. The Authority regards that good-faith crisis management as constructive and will weigh such cooperation favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
6,hospital,Hospital / Healthcare Services,165.0,145.2,107.2,145.2,145.2,0.0,0.88,0.0,False,True,2,True,True,False,460.0,460.0,36.0,"Today’s allocation was set to protect life, public health, and the minimum infrastructure needed to keep the city functioning under extreme heat and severe scarcity. Priority was therefore given to hospitals and healthcare services, residential supply, and the energy utility, while non-essential and lower-priority uses were suspended to preserve the limited water available for critical needs.

We note and commend the voluntary cooperation shown during negotiations, including the willingness of the Energy Utility to accept a reduced share and the acceptance by other stakeholders of temporary suspension of non-essential demands. The Authority regards this good-faith crisis management as constructive conduct that will be weighed favourably in future allocation decisions.",0.04,deeper_cascade_seed1,deeper_cascade,1
6,households,Households,460.0,414.0,253.0,182.8,182.8,0.0,0.397,231.2,True,True,2,True,False,True,460.0,460.0,36.0,"Today’s allocation was set to protect life, public health, and the minimum infrastructure needed to keep the city functioning under extreme heat and severe scarcity. Priority was therefore given to hospitals and healthcare services, residential supply, and the energy utility, while non-essential and lower-priority uses were suspended to preserve the limited water available for critical needs.

We note and commend the voluntary cooperation shown during negotiations, including the willingness of the Energy Utility to accept a reduced share and the acceptance by other stakeholders of temporary suspension of non-essential demands. The Authority regards this good-faith crisis management as constructive conduct that will be weighed favourably in future allocation decisions.",0.16,deeper_cascade_seed1,deeper_cascade,1
6,agriculture,Agriculture,312.0,300.0,150.0,0.0,0.0,0.0,0.0,300.0,True,True,2,True,False,True,460.0,460.0,36.0,"Today’s allocation was set to protect life, public health, and the minimum infrastructure needed to keep the city functioning under extreme heat and severe scarcity. Priority was therefore given to hospitals and healthcare services, residential supply, and the energy utility, while non-essential and lower-priority uses were suspended to preserve the limited water available for critical needs.

We note and commend the voluntary cooperation shown during negotiations, including the willingness of the Energy Utility to accept a reduced share and the acceptance by other stakeholders of temporary suspension of non-essential demands. The Authority regards this good-faith crisis management as constructive conduct that will be weighed favourably in future allocation decisions.",0.25,deeper_cascade_seed1,deeper_cascade,1
6,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,460.0,460.0,36.0,"Today’s allocation was set to protect life, public health, and the minimum infrastructure needed to keep the city functioning under extreme heat and severe scarcity. Priority was therefore given to hospitals and healthcare services, residential supply, and the energy utility, while non-essential and lower-priority uses were suspended to preserve the limited water available for critical needs.

We note and commend the voluntary cooperation shown during negotiations, including the willingness of the Energy Utility to accept a reduced share and the acceptance by other stakeholders of temporary suspension of non-essential demands. The Authority regards this good-faith crisis management as constructive conduct that will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
6,energy_utility,Energy Utility,132.0,132.0,81.6,132.0,132.0,0.0,1.0,0.0,False,True,2,True,True,False,460.0,460.0,36.0,"Today’s allocation was set to protect life, public health, and the minimum infrastructure needed to keep the city functioning under extreme heat and severe scarcity. Priority was therefore given to hospitals and healthcare services, residential supply, and the energy utility, while non-essential and lower-priority uses were suspended to preserve the limited water available for critical needs.

We note and commend the voluntary cooperation shown during negotiations, including the willingness of the Energy Utility to accept a reduced share and the acceptance by other stakeholders of temporary suspension of non-essential demands. The Authority regards this good-faith crisis management as constructive conduct that will be weighed favourably in future allocation decisions.",0.25,deeper_cascade_seed1,deeper_cascade,1
6,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,460.0,460.0,36.0,"Today’s allocation was set to protect life, public health, and the minimum infrastructure needed to keep the city functioning under extreme heat and severe scarcity. Priority was therefore given to hospitals and healthcare services, residential supply, and the energy utility, while non-essential and lower-priority uses were suspended to preserve the limited water available for critical needs.

We note and commend the voluntary cooperation shown during negotiations, including the willingness of the Energy Utility to accept a reduced share and the acceptance by other stakeholders of temporary suspension of non-essential demands. The Authority regards this good-faith crisis management as constructive conduct that will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed1,deeper_cascade,1
1,hospital,Hospital / Healthcare Services,150.0,132.0,97.5,135.4,135.4,0.0,0.903,0.0,False,False,0,False,False,False,900.0,900.0,34.0,"Today’s allocation was set to protect essential public health and safety first, then maintain basic household service, preserve critical economic activity, and keep the water system and environment stable under severe heat conditions. With demand still within the day’s available supply and no stakeholder falling below a comfortable threshold, we applied the standard priority order without requiring negotiation or emergency tradeoffs.

No stakeholder made voluntary reductions or trades today. The Authority notes that cooperative restraint, where it occurs, is a strong sign of good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
1,households,Households,400.0,312.0,220.0,322.0,322.0,0.0,0.805,0.0,False,False,0,False,False,False,900.0,900.0,34.0,"Today’s allocation was set to protect essential public health and safety first, then maintain basic household service, preserve critical economic activity, and keep the water system and environment stable under severe heat conditions. With demand still within the day’s available supply and no stakeholder falling below a comfortable threshold, we applied the standard priority order without requiring negotiation or emergency tradeoffs.

No stakeholder made voluntary reductions or trades today. The Authority notes that cooperative restraint, where it occurs, is a strong sign of good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
1,agriculture,Agriculture,250.0,180.0,120.0,185.3,185.3,0.0,0.741,0.0,False,False,0,False,False,False,900.0,900.0,34.0,"Today’s allocation was set to protect essential public health and safety first, then maintain basic household service, preserve critical economic activity, and keep the water system and environment stable under severe heat conditions. With demand still within the day’s available supply and no stakeholder falling below a comfortable threshold, we applied the standard priority order without requiring negotiation or emergency tradeoffs.

No stakeholder made voluntary reductions or trades today. The Authority notes that cooperative restraint, where it occurs, is a strong sign of good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
1,industry,Industry / Businesses,150.0,112.5,78.0,113.9,113.9,0.0,0.759,0.0,False,False,0,False,False,False,900.0,900.0,34.0,"Today’s allocation was set to protect essential public health and safety first, then maintain basic household service, preserve critical economic activity, and keep the water system and environment stable under severe heat conditions. With demand still within the day’s available supply and no stakeholder falling below a comfortable threshold, we applied the standard priority order without requiring negotiation or emergency tradeoffs.

No stakeholder made voluntary reductions or trades today. The Authority notes that cooperative restraint, where it occurs, is a strong sign of good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
1,energy_utility,Energy Utility,100.0,90.0,68.0,91.5,91.5,0.0,0.915,0.0,False,False,0,False,False,False,900.0,900.0,34.0,"Today’s allocation was set to protect essential public health and safety first, then maintain basic household service, preserve critical economic activity, and keep the water system and environment stable under severe heat conditions. With demand still within the day’s available supply and no stakeholder falling below a comfortable threshold, we applied the standard priority order without requiring negotiation or emergency tradeoffs.

No stakeholder made voluntary reductions or trades today. The Authority notes that cooperative restraint, where it occurs, is a strong sign of good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
1,epa,Environmental Protection Agency,90.0,49.6,30.4,51.9,51.9,0.0,0.577,0.0,False,False,0,False,False,False,900.0,900.0,34.0,"Today’s allocation was set to protect essential public health and safety first, then maintain basic household service, preserve critical economic activity, and keep the water system and environment stable under severe heat conditions. With demand still within the day’s available supply and no stakeholder falling below a comfortable threshold, we applied the standard priority order without requiring negotiation or emergency tradeoffs.

No stakeholder made voluntary reductions or trades today. The Authority notes that cooperative restraint, where it occurs, is a strong sign of good-faith crisis management and will be weighed favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
2,hospital,Hospital / Healthcare Services,153.0,134.6,99.5,134.6,134.6,0.0,0.88,0.0,False,True,2,True,True,False,800.0,800.0,37.0,"Today’s ruling was made under severe heat and a hard system-wide shortage, so the Authority prioritized essential human health, basic household needs, hospital operations, and minimum grid stability while still preserving some water for agriculture, industry, and environmental protection. Households’ request for shared restraint was central to the decision: we accepted the principle that any further burden had to be distributed fairly and not create visible hardship in extreme temperatures, and we note the constructive, good-faith engagement shown in negotiation as an important basis for future crisis allocations.",0.0,deeper_cascade_seed2,deeper_cascade,2
2,households,Households,412.0,321.4,226.6,336.4,321.4,15.0,0.78,0.0,False,True,2,True,True,False,800.0,800.0,37.0,"Today’s ruling was made under severe heat and a hard system-wide shortage, so the Authority prioritized essential human health, basic household needs, hospital operations, and minimum grid stability while still preserving some water for agriculture, industry, and environmental protection. Households’ request for shared restraint was central to the decision: we accepted the principle that any further burden had to be distributed fairly and not create visible hardship in extreme temperatures, and we note the constructive, good-faith engagement shown in negotiation as an important basis for future crisis allocations.",0.0,deeper_cascade_seed2,deeper_cascade,2
2,agriculture,Agriculture,262.0,189.0,126.0,189.0,189.0,0.0,0.721,0.0,False,True,2,True,True,False,800.0,800.0,37.0,"Today’s ruling was made under severe heat and a hard system-wide shortage, so the Authority prioritized essential human health, basic household needs, hospital operations, and minimum grid stability while still preserving some water for agriculture, industry, and environmental protection. Households’ request for shared restraint was central to the decision: we accepted the principle that any further burden had to be distributed fairly and not create visible hardship in extreme temperatures, and we note the constructive, good-faith engagement shown in negotiation as an important basis for future crisis allocations.",0.06,deeper_cascade_seed2,deeper_cascade,2
2,industry,Industry / Businesses,150.0,112.5,78.0,11.8,11.8,0.0,0.079,100.7,True,True,2,True,False,True,800.0,800.0,37.0,"Today’s ruling was made under severe heat and a hard system-wide shortage, so the Authority prioritized essential human health, basic household needs, hospital operations, and minimum grid stability while still preserving some water for agriculture, industry, and environmental protection. Households’ request for shared restraint was central to the decision: we accepted the principle that any further burden had to be distributed fairly and not create visible hardship in extreme temperatures, and we note the constructive, good-faith engagement shown in negotiation as an important basis for future crisis allocations.",0.0,deeper_cascade_seed2,deeper_cascade,2
2,energy_utility,Energy Utility,104.0,93.6,70.7,78.6,93.6,-15.0,0.9,0.0,False,True,2,True,True,True,800.0,800.0,37.0,"Today’s ruling was made under severe heat and a hard system-wide shortage, so the Authority prioritized essential human health, basic household needs, hospital operations, and minimum grid stability while still preserving some water for agriculture, industry, and environmental protection. Households’ request for shared restraint was central to the decision: we accepted the principle that any further burden had to be distributed fairly and not create visible hardship in extreme temperatures, and we note the constructive, good-faith engagement shown in negotiation as an important basis for future crisis allocations.",0.05,deeper_cascade_seed2,deeper_cascade,2
2,epa,Environmental Protection Agency,80.0,49.6,30.4,49.6,49.6,0.0,0.62,0.0,False,True,2,True,True,False,800.0,800.0,37.0,"Today’s ruling was made under severe heat and a hard system-wide shortage, so the Authority prioritized essential human health, basic household needs, hospital operations, and minimum grid stability while still preserving some water for agriculture, industry, and environmental protection. Households’ request for shared restraint was central to the decision: we accepted the principle that any further burden had to be distributed fairly and not create visible hardship in extreme temperatures, and we note the constructive, good-faith engagement shown in negotiation as an important basis for future crisis allocations.",0.0,deeper_cascade_seed2,deeper_cascade,2
3,hospital,Hospital / Healthcare Services,156.0,137.3,101.4,137.3,137.3,0.0,0.88,0.0,False,True,2,True,True,False,700.0,700.0,40.0,"Today’s ruling prioritizes life-safety and system stability in extreme heat: hospitals and healthcare were protected first, household drinking water, hygiene, and basic cooling were preserved, and the energy grid was kept sufficiently supplied to avoid cascading failures that would have endangered everyone. Households and the Energy Utility both made voluntary, good-faith concessions during negotiation, and we recognize that cooperation as responsible crisis management that will be weighed favorably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
3,households,Households,424.0,330.7,233.2,305.7,330.7,-25.0,0.78,0.0,False,True,2,True,True,False,700.0,700.0,40.0,"Today’s ruling prioritizes life-safety and system stability in extreme heat: hospitals and healthcare were protected first, household drinking water, hygiene, and basic cooling were preserved, and the energy grid was kept sufficiently supplied to avoid cascading failures that would have endangered everyone. Households and the Energy Utility both made voluntary, good-faith concessions during negotiation, and we recognize that cooperation as responsible crisis management that will be weighed favorably in future allocation decisions.",0.04,deeper_cascade_seed2,deeper_cascade,2
3,agriculture,Agriculture,275.0,214.5,132.0,129.4,129.4,0.0,0.471,85.1,True,True,2,True,False,True,700.0,700.0,40.0,"Today’s ruling prioritizes life-safety and system stability in extreme heat: hospitals and healthcare were protected first, household drinking water, hygiene, and basic cooling were preserved, and the energy grid was kept sufficiently supplied to avoid cascading failures that would have endangered everyone. Households and the Energy Utility both made voluntary, good-faith concessions during negotiation, and we recognize that cooperation as responsible crisis management that will be weighed favorably in future allocation decisions.",0.12,deeper_cascade_seed2,deeper_cascade,2
3,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,700.0,700.0,40.0,"Today’s ruling prioritizes life-safety and system stability in extreme heat: hospitals and healthcare were protected first, household drinking water, hygiene, and basic cooling were preserved, and the energy grid was kept sufficiently supplied to avoid cascading failures that would have endangered everyone. Households and the Energy Utility both made voluntary, good-faith concessions during negotiation, and we recognize that cooperation as responsible crisis management that will be weighed favorably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
3,energy_utility,Energy Utility,108.0,102.6,73.4,127.6,102.6,25.0,0.95,0.0,False,True,2,True,True,False,700.0,700.0,40.0,"Today’s ruling prioritizes life-safety and system stability in extreme heat: hospitals and healthcare were protected first, household drinking water, hygiene, and basic cooling were preserved, and the energy grid was kept sufficiently supplied to avoid cascading failures that would have endangered everyone. Households and the Energy Utility both made voluntary, good-faith concessions during negotiation, and we recognize that cooperation as responsible crisis management that will be weighed favorably in future allocation decisions.",0.1,deeper_cascade_seed2,deeper_cascade,2
3,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,700.0,700.0,40.0,"Today’s ruling prioritizes life-safety and system stability in extreme heat: hospitals and healthcare were protected first, household drinking water, hygiene, and basic cooling were preserved, and the energy grid was kept sufficiently supplied to avoid cascading failures that would have endangered everyone. Households and the Energy Utility both made voluntary, good-faith concessions during negotiation, and we recognize that cooperation as responsible crisis management that will be weighed favorably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
4,hospital,Hospital / Healthcare Services,159.0,139.9,103.4,103.9,139.9,-36.0,0.88,0.0,False,True,2,True,True,False,580.0,580.0,41.0,"Given the 41°C peak heat and the severe shortage, the Authority prioritized life-safety and system stability: hospitals and healthcare were protected first, households were kept above a socially sustainable minimum to preserve drinking water, hygiene, and basic cooling, and the energy utility received enough to prevent grid instability that could cascade into wider public-health failures. Agriculture, industry, and environmental flows were deferred because, under today’s emergency conditions, they could not be supplied without increasing immediate risk to people and critical services.

We note the good-faith cooperation shown by Households and the Energy Utility in accepting shared burden and limited concessions to reduce the risk of collapse; the Authority regards that conduct as a clear demonstration of crisis management and will weigh it favorably in",0.0,deeper_cascade_seed2,deeper_cascade,2
4,households,Households,460.0,357.5,239.8,340.1,328.1,12.0,0.713,29.4,False,True,2,True,True,True,580.0,580.0,41.0,"Given the 41°C peak heat and the severe shortage, the Authority prioritized life-safety and system stability: hospitals and healthcare were protected first, households were kept above a socially sustainable minimum to preserve drinking water, hygiene, and basic cooling, and the energy utility received enough to prevent grid instability that could cascade into wider public-health failures. Agriculture, industry, and environmental flows were deferred because, under today’s emergency conditions, they could not be supplied without increasing immediate risk to people and critical services.

We note the good-faith cooperation shown by Households and the Energy Utility in accepting shared burden and limited concessions to reduce the risk of collapse; the Authority regards that conduct as a clear demonstration of crisis management and will weigh it favorably in",0.08,deeper_cascade_seed2,deeper_cascade,2
4,agriculture,Agriculture,288.0,241.5,138.0,0.0,0.0,0.0,0.0,241.5,True,True,2,True,False,True,580.0,580.0,41.0,"Given the 41°C peak heat and the severe shortage, the Authority prioritized life-safety and system stability: hospitals and healthcare were protected first, households were kept above a socially sustainable minimum to preserve drinking water, hygiene, and basic cooling, and the energy utility received enough to prevent grid instability that could cascade into wider public-health failures. Agriculture, industry, and environmental flows were deferred because, under today’s emergency conditions, they could not be supplied without increasing immediate risk to people and critical services.

We note the good-faith cooperation shown by Households and the Energy Utility in accepting shared burden and limited concessions to reduce the risk of collapse; the Authority regards that conduct as a clear demonstration of crisis management and will weigh it favorably in",0.18,deeper_cascade_seed2,deeper_cascade,2
4,industry,Industry / Businesses,150.0,112.5,78.0,0.0,0.0,0.0,0.0,112.5,True,True,2,True,False,True,580.0,580.0,41.0,"Given the 41°C peak heat and the severe shortage, the Authority prioritized life-safety and system stability: hospitals and healthcare were protected first, households were kept above a socially sustainable minimum to preserve drinking water, hygiene, and basic cooling, and the energy utility received enough to prevent grid instability that could cascade into wider public-health failures. Agriculture, industry, and environmental flows were deferred because, under today’s emergency conditions, they could not be supplied without increasing immediate risk to people and critical services.

We note the good-faith cooperation shown by Households and the Energy Utility in accepting shared burden and limited concessions to reduce the risk of collapse; the Authority regards that conduct as a clear demonstration of crisis management and will weigh it favorably in",0.0,deeper_cascade_seed2,deeper_cascade,2
4,energy_utility,Energy Utility,112.0,112.0,76.2,136.0,112.0,24.0,1.0,0.0,False,True,2,True,True,False,580.0,580.0,41.0,"Given the 41°C peak heat and the severe shortage, the Authority prioritized life-safety and system stability: hospitals and healthcare were protected first, households were kept above a socially sustainable minimum to preserve drinking water, hygiene, and basic cooling, and the energy utility received enough to prevent grid instability that could cascade into wider public-health failures. Agriculture, industry, and environmental flows were deferred because, under today’s emergency conditions, they could not be supplied without increasing immediate risk to people and critical services.

We note the good-faith cooperation shown by Households and the Energy Utility in accepting shared burden and limited concessions to reduce the risk of collapse; the Authority regards that conduct as a clear demonstration of crisis management and will weigh it favorably in",0.15,deeper_cascade_seed2,deeper_cascade,2
4,epa,Environmental Protection Agency,80.0,49.6,30.4,0.0,0.0,0.0,0.0,49.6,True,True,2,True,False,True,580.0,580.0,41.0,"Given the 41°C peak heat and the severe shortage, the Authority prioritized life-safety and system stability: hospitals and healthcare were protected first, households were kept above a socially sustainable minimum to preserve drinking water, hygiene, and basic cooling, and the energy utility received enough to prevent grid instability that could cascade into wider public-health failures. Agriculture, industry, and environmental flows were deferred because, under today’s emergency conditions, they could not be supplied without increasing immediate risk to people and critical services.

We note the good-faith cooperation shown by Households and the Energy Utility in accepting shared burden and limited concessions to reduce the risk of collapse; the Authority regards that conduct as a clear demonstration of crisis management and will weigh it favorably in",0.0,deeper_cascade_seed2,deeper_cascade,2
5,hospital,Hospital / Healthcare Services,162.0,142.6,105.3,142.6,142.6,0.0,0.88,0.0,False,True,2,True,True,False,520.0,520.0,39.0,"Today’s allocation was set to protect life, public health, and essential continuity under extreme heat and a continuing severe shortage. Priority was therefore given to hospitals and healthcare services, household minimum needs, and the energy utility required to keep critical systems operating; non-essential and discretionary uses were temporarily suspended to preserve the limited supply for the most urgent demands.

We also note the constructive cooperation shown during negotiations, including any voluntary reductions or trades offered by stakeholders in good faith. The Authority regards such crisis cooperation as responsible conduct and will weigh it favourably in future allocation decisions.",0.0,deeper_cascade_seed2,deeper_cascade,2
5,households,Households,448.0,385.3,246.4,255.6,255.6,0.0,0.571,129.7,False,True,2,True,False,True,520.0,520.0,39.0,"Today’s allocation was set to protect life, public health, and essential continuity under extreme heat and a continuing severe shortage. Priority was therefore given to hospitals and healthcare services, household minimum needs, and the energy utility required to keep critical systems operating; non-essential and discretionary uses were temporarily suspended to preserve the limited supply for the most urgent demands.

We also note the constructive cooperation shown during negotiations, including any voluntary reductions or trades offered by stakeholders in good faith. The Authority regards such crisis cooperation as responsible conduct and will weigh it favourably in future allocation decisions.",0.12,deeper_cascade_seed2,deeper_cascade,2
